,Nr_boczny,Numer_Linii,brigade_id,update_time,pozycja_dlugosc,pozycja_szerokosc
288,7407,111,4,2023-10-25 19:34:56,17.0367565155029,51.1349983215332
289,7408,142,9,2023-10-25 19:35:05,17.0009174346924,51.1125259399414
290,7410,108,1,2023-10-25 19:35:05,17.0008239746094,51.1697235107422
291,7411,111,2,2023-10-25 19:35:05,17.0814838409424,51.1385345458984
292,7412,151,6,2023-10-25 19:35:05,17.0675601959229,51.1315994262695
293,7413,105,4,2023-10-25 19:34:54,17.0125846862793,51.1559219360352
294,7415,122,3,2023-10-25 19:35:05,16.9502792358398,51.1071243286133
295,7416,116,8,2023-07-19 18:26:51,17.0646457672119,51.1551475524902
296,7418,714,1,2023-10-25 19:35:05,17.0277118682861,51.1266746520996
297,7421,122,4,2023-10-25 19:35:00,16.9508628845215,51.1239585876465
298,7422,130,2,2023-10-25 18:39:28,17.0470561981201,51.1662139892578
299,7423,126,6,2023-10-06 14:09:52,16.9962024688721,51.075439453125
300,7424,129,5,2023-10-25 19:35:02,16.9402904510498,51.1218147277832
301,7425,127,9,2023-10-25 19:34:56,17.0170211791992,51.1061325073242
302,7426,118,5,2023-10-25 19:35:05,17.1657962799072,51.0956802368164
303,7427,111,5,2023-10-25 19:35:00,17.0505485534668,51.1146392822266
304,7431,143,10,2023-10-25 19:35:02,16.9938659667969,51.174674987793
305,7432,129,11,2023-10-25 19:35:02,16.9827308654785,51.1304206848145
306,7433,126,4,2023-10-25 19:34:56,17.0144100189209,51.0676651000977
307,7435,127,10,2023-10-25 19:35:05,16.9475173950195,51.1477088928223
308,7436,122,35,2023-10-25 19:35:05,17.0171203613281,51.115047454834
309,7438,143,4,2023-10-25 19:35:00,16.997444152832,51.1684989929199
310,7439,142,11,2023-10-25 19:34:54,16.8794860839844,51.1216316223145
311,7440,105,3,2023-10-25 19:35:00,17.0633678436279,51.1320877075195
312,7441,101,6,2023-10-25 19:35:05,16.9447231292725,51.1460914611816
313,7444,118,4,2023-10-25 19:35:02,17.0815296173096,51.1386604309082
314,7445,115,8,2023-10-25 19:35:02,17.0598926544189,51.1114082336426
315,7446,143,12,2023-10-25 19:35:00,16.9662246704102,51.0798072814941
316,7447,105,1,2023-10-25 19:34:54,16.9750556945801,51.196704864502
317,7450,129,2,2023-10-25 19:34:56,16.922435760498,51.1235580444336
318,8300,134,8,2023-10-25 19:35:05,17.0490341186523,51.0841407775879
319,8301,134,15,2023-10-25 19:34:54,16.9518146514893,51.1194953918457
320,8303,103,10,2023-10-25 19:35:00,17.0077342987061,51.1172409057617
321,8306,119,5,2023-10-25 19:34:54,16.9542255401611,51.096752166748
322,8307,102,2,2023-10-25 19:34:51,16.8915596008301,51.1542205810547
323,8310,110,10,2023-10-25 16:41:08,17.0594635009766,51.0488586425781
324,8311,102,14,2023-10-25 19:35:05,16.9629325866699,51.142463684082
325,8313,110,6,2023-10-25 19:34:54,17.0283718109131,51.119270324707
326,8315,D,14,2023-10-25 19:32:14,17.0179824829102,51.0914077758789
327,8316,136,4,2023-10-25 19:35:05,17.033878326416,51.0776405334473
328,8318,124,2,2023-10-25 19:35:02,16.9477310180664,51.1193656921387
329,8320,K,15,2023-10-25 19:35:00,17.0250091552734,51.141170501709
330,8321,K,3,2023-10-25 19:35:02,17.0339508056641,51.0893173217773
331,8322,132,13,2023-10-25 19:34:56,16.980224609375,51.1142654418945
332,8323,102,9,2023-10-25 19:34:56,17.0208358764648,51.1130638122559
333,8325,110,17,2023-10-25 19:35:05,17.0366458892822,51.1020660400391
334,8334,A,7,2023-10-25 19:34:54,17.0085983276367,51.0934143066406
335,8335,119,3,2023-10-25 19:34:56,17.0030097961426,51.1354942321777
336,8336,121,5,2023-10-25 19:34:56,17.1309127807617,51.1425552368164
337,8338,110,8,2023-10-25 19:34:54,17.0401172637939,51.1089363098145
338,8340,136,11,2023-10-25 19:35:00,16.997673034668,51.0897369384766
339,8341,103,12,2023-10-25 19:34:54,16.9054851531982,51.1608695983887
340,8401,106,1,2023-10-25 19:35:05,16.8880081176758,51.1112670898438
341,8403,N,10,2022-07-05 15:48:04,17.0392875671387,51.1076545715332
342,8404,D,3,2023-10-25 19:35:05,17.0308246612549,51.1461601257324
343,8405,128,2,2023-10-25 19:34:56,16.9822635650635,51.1257858276367
